split_id,query_id,budget,candidate_universe,candidate_count,n_positives,hit,positive_recall,best_positive_rank,reciprocal_rank,top1_is_uniprot,uniprot_above_best_positive
p0_r0,MARTS_RXN_7844025b037230bb,10,canonical,1421,1,0,0.0,132,0.007575757575757576,False,0
p0_r0,MARTS_RXN_7844025b037230bb,10,expanded,7093,1,0,0.0,956,0.0010460251046025104,True,824
p0_r0,MARTS_RXN_96ac57c793266e5e,10,canonical,1421,1,0,0.0,533,0.001876172607879925,False,0
p0_r0,MARTS_RXN_96ac57c793266e5e,10,expanded,7093,1,0,0.0,2401,0.00041649312786339027,False,1868
p0_r0,MARTS_RXN_a5374cc39ade96ae,10,canonical,1421,1,0,0.0,93,0.010752688172043012,False,0
p0_r0,MARTS_RXN_a5374cc39ade96ae,10,expanded,7093,1,0,0.0,755,0.0013245033112582781,True,662
p0_r0,MARTS_RXN_be324f8633fc718b,10,canonical,1421,1,0,0.0,19,0.05263157894736842,False,0
p0_r0,MARTS_RXN_be324f8633fc718b,10,expanded,7093,1,0,0.0,77,0.012987012987012988,False,58
p0_r0,MARTS_RXN_c2e48d0936622fb5,10,canonical,1421,1,0,0.0,500,0.002,False,0
p0_r0,MARTS_RXN_c2e48d0936622fb5,10,expanded,7093,1,0,0.0,2489,0.0004017677782241864,False,1989
p0_r0,MARTS_RXN_f5414ceb0f1f5ab4,10,canonical,1421,1,0,0.0,37,0.02702702702702703,False,0
p0_r0,MARTS_RXN_f5414ceb0f1f5ab4,10,expanded,7093,1,0,0.0,271,0.0036900369003690036,False,234
p0_r0,MARTS_RXN_4e8885af0277ca69,20,canonical,1421,1,0,0.0,743,0.0013458950201884253,False,0
p0_r0,MARTS_RXN_4e8885af0277ca69,20,expanded,7093,1,0,0.0,4111,0.00024324981756263683,False,3368
p0_r0,MARTS_RXN_68d7c7a6b97fc6da,20,canonical,1421,4,1,0.25,17,0.058823529411764705,False,0
p0_r0,MARTS_RXN_68d7c7a6b97fc6da,20,expanded,7093,4,0,0.0,29,0.034482758620689655,False,12
p0_r0,MARTS_RXN_7844025b037230bb,20,canonical,1421,1,0,0.0,145,0.006896551724137931,False,0
p0_r0,MARTS_RXN_7844025b037230bb,20,expanded,7093,1,0,0.0,1028,0.0009727626459143969,True,883
p0_r0,MARTS_RXN_96ac57c793266e5e,20,canonical,1421,1,0,0.0,489,0.002044989775051125,False,0
