reaction_id,reaction_smiles,product_smiles,precursor_class,product_skeleton_class,n_positive_pairs,n_positive_enzymes,reaction_cluster,fold
RHEA:77971,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)C1=CCC2(C)CC=C(C)CCC=C(C)CCC12.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)C1=CCC2(C)CC=C(C)CCC=C(C)CCC12,C30_long_prenyl_like,C_long_bicyclic_hydrocarbon,1,1,C30_long_prenyl_like::RHEA:77971,3
RHEA:77975,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C5_IPP_DMAPP_like,C_long_acyclic_highly_oxygenated,3,3,C5_IPP_DMAPP_like::RHEA:11328,2
RHEA:77979,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)=CCCC(C)=CCCC(C)(O)C1CC=C(C)CCC=C(C)CCC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)(O)C1CC=C(C)CCC=C(C)CCC=C(C)CC1,C30_long_prenyl_like,C_long_mono_oxygenated,1,1,C30_long_prenyl_like::RHEA:77979,4
RHEA:78275,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(C(C)C)=C2CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC2(C)CCC(C(C)C)=C2CCC(C)=CCC1,C20_GGPP_like,C20_bicyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:54040,3
RHEA:78287,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=C2CC3(C)CCC(C)(C)C3C2CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCCC(C)=C2CC3(C)CCC(C)(C)C3C2CC1,C20_GGPP_like,C20_polycyclic_hydrocarbon,2,2,C20_GGPP_like::RHEA:78287,1
RHEA:78291,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC=C(C)C1CC=C(C)CCC=C(C)CCC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCC=C(C)C1CC=C(C)CCC=C(C)CCC=C(C)CC1,C25_GFPP_like,C25_mono_hydrocarbon,1,1,C25_GFPP_like::RHEA:78291,1
RHEA:78399,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC2(C)CCC3(C)CC4CC(C)(CC=C3C12)CCC4C.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CCC2(C)CCC3(C)CC4CC(C)(CC=C3C12)CCC4C,C25_GFPP_like,C25_polycyclic_hydrocarbon,1,1,C25_GFPP_like::RHEA:78399,2
RHEA:78403,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1CCC(O)C2(C)CCC3C4C(C)(C)CCC4(C)CC132.O=P([O-])([O-])OP(=O)([O-])O,CC1CCC(O)C2(C)CCC3C4C(C)(C)CCC4(C)CC132,C20_GGPP_like,C20_polycyclic_oxygenated,1,1,C20_GGPP_like::RHEA:78403,0
RHEA:78407,[H][C@@]12C[C@]3(O)/C(C)=C4/CC[C@@H](C)[C@]4([H])CC[C@H](C)[C@@]3([H])C[C@@]1(C)CC[C@@H]2C(C)C.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>C/C1=C2CC[C@@H](C)[C@@H]2CC[C@H](C)[C@H]2C[C@@]3(C(=O)[O-])CC[C@H](C(C)C)[C@@H]3C[C@]12O.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],C/C1=C2CC[C@@H](C)[C@@H]2CC[C@H](C)[C@H]2C[C@@]3(C(=O)[O-])CC[C@H](C(C)C)[C@@H]3C[C@]12O,C25_GFPP_like,C25_polycyclic_highly_oxygenated,1,1,C25_GFPP_like::RHEA:54068,3
RHEA:78655,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC2C(C)(C)CC3(C)CC=CC123.O=P([O-])([O-])OP(=O)([O-])O,CC1CCC2C(C)(C)CC3(C)CC=CC123,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:78655,1
RHEA:78979,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(C(C)C)CCC(C)=C3CCC(C)C32CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC2C(C(C)C)CCC(C)=C3CCC(C)C32CC1,C20_GGPP_like,C20_polycyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:78979,1
RHEA:78983,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC3(C)CCC(C)(C)C3C3CCC(C)C23CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=C2CC3(C)CCC(C)(C)C3C3CCC(C)C23CC1,C20_GGPP_like,C20_polycyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:78983,2
RHEA:78987,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC2=C3CC4(C)CCC(C)(C)C4C3CCC21C.O=P([O-])([O-])OP(=O)([O-])O,CC1CCC2=C3CC4(C)CCC(C)(C)C4C3CCC21C,C20_GGPP_like,C20_polycyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:78287,1
RHEA:79011,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC12C=CC3(CCC4C(C)(C)CCCC4(C)C3CC1)C2.O=P([O-])([O-])OP(=O)([O-])O,CC12C=CC3(CCC4C(C)(C)CCCC4(C)C3CC1)C2,C20_GGPP_like,C20_polycyclic_hydrocarbon,3,3,C20_GGPP_like::RHEA:25759,3
RHEA:79687,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC2(C)CCC3(C)CC4C(C)CCC4C(C)=CCC3C12.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CCC2(C)CCC3(C)CC4C(C)CCC4C(C)=CCC3C12,C25_GFPP_like,C25_polycyclic_hydrocarbon,1,1,C25_GFPP_like::RHEA:79687,1
RHEA:79691,[H][C@@]12C/C=C(/C)[C@]3([H])CC[C@H](C)[C@]3([H])C[C@@]1(C)CC[C@]1(C)CC[C@H](C(=C)C)[C@]12[H].Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>[H]C(=O)/C1=C/C[C@]2([H])[C@](C)(CC[C@]3(C)CC[C@H](C(=C)C)[C@]32[H])C[C@@]2([H])[C@@H](C)CC(=O)[C@@]12[H].Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],[H]C(=O)/C1=C/C[C@]2([H])[C@](C)(CC[C@]3(C)CC[C@H](C(=C)C)[C@]32[H])C[C@@]2([H])[C@@H](C)CC(=O)[C@@]12[H],C25_GFPP_like,C25_polycyclic_oxygenated,1,1,C25_GFPP_like::RHEA:79687,1
RHEA:80391,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC=C1CC(C)C(O)(CO)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23.O=P([O-])([O-])OP(=O)([O-])O,CC=C1CC(C)C(O)(CO)C(=O)OCC2=CC[N+]3([O-])CCC(OC1=O)C23,C10_GPP_like,C20_polycyclic_highly_oxygenated,2,2,C10_GPP_like::RHEA:80391,1
RHEA:80395,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=C1C=CC(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=C1C=CC(C)CC1,C10_GPP_like,C10_mono_hydrocarbon,1,1,C10_GPP_like::RHEA:80395,3
RHEA:80399,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1CCC2(O)C(C)CCC3C(C12)C3(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1CCC2(O)C(C)CCC3C(C12)C3(C)C,C15_FPP_like,C15_polycyclic_oxygenated,1,1,C15_FPP_like::RHEA:80399,2
RHEA:80403,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)C1=CC2C(C)(O)CCCC2(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)C1=CC2C(C)(O)CCCC2(C)CC1,C15_FPP_like,C15_bicyclic_oxygenated,1,1,C15_FPP_like::RHEA:25460,0
RHEA:80407,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=C2CC(C(C)(C)O)CCC2(C)CCC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=C2CC(C(C)(C)O)CCC2(C)CCC1,C15_FPP_like,C15_bicyclic_oxygenated,1,1,C15_FPP_like::RHEA:80407,3
RHEA:80863,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].Cc1cc(O)cc(=O)o1>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1c(O)cc(C)oc1=O.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1c(O)cc(C)oc1=O,C20_GGPP_like,C25_mono_highly_oxygenated,1,1,C20_GGPP_like::RHEA:80863,3
RHEA:80867,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCc1c(O)cc(C)oc1=O.O=O.[H]*[H]>>*.CC(=CCCC(C)=CCc1c(O)cc(C)oc1=O)CCC=C(C)CCC1OC1(C)C.O,CC(=CCCC(C)=CCc1c(O)cc(C)oc1=O)CCC=C(C)CCC1OC1(C)C,C25_GFPP_like,C25_bicyclic_highly_oxygenated,1,1,C25_GFPP_like::RHEA:80867,1
RHEA:80871,CC(=CCCC(C)=CCc1c(O)cc(C)oc1=O)CCC=C(C)CCC1OC1(C)C>>C=C1CCC2C(C)(C)C(O)CCC2(C)C1CCC(C)=CCc1c(O)cc(C)oc1=O,C=C1CCC2C(C)(C)C(O)CCC2(C)C1CCC(C)=CCc1c(O)cc(C)oc1=O,C25_GFPP_like,C25_polycyclic_highly_oxygenated,1,1,C25_GFPP_like::RHEA:80867,1
RHEA:80875,CC(=CCCC(C)=CCc1c(O)cc(C)oc1=O)CCC=C(C)CCC1OC1(C)C>>C=C1CCC(O)C(C)(C)C1CCC(C)=CCCC(C)=CCc1c(O)cc(C)oc1=O,C=C1CCC(O)C(C)(C)C1CCC(C)=CCCC(C)=CCc1c(O)cc(C)oc1=O,C25_GFPP_like,C25_bicyclic_highly_oxygenated,1,1,C25_GFPP_like::RHEA:80867,1
RHEA:80879,C=C1CCC2C(C)(C)C(O)CCC2(C)C1CCC(C)=CCc1c(O)cc(C)oc1=O.CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]>>C=C1CCC2C(C)(C)C(OC(C)=O)CCC2(C)C1CCC(C)=CCc1c(O)cc(C)oc1=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS,C=C1CCC2C(C)(C)C(OC(C)=O)CCC2(C)C1CCC(C)=CCc1c(O)cc(C)oc1=O,C25_GFPP_like,C_long_polycyclic_highly_oxygenated,1,1,C25_GFPP_like::RHEA:80867,1
RHEA:80883,C=C1CCC(O)C(C)(C)C1CCC(C)=CCCC(C)=CCc1c(O)cc(C)oc1=O.CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-]>>C=C1CCC(OC(C)=O)C(C)(C)C1CCC(C)=CCCC(C)=CCc1c(O)cc(C)oc1=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS,C=C1CCC(OC(C)=O)C(C)(C)C1CCC(C)=CCCC(C)=CCc1c(O)cc(C)oc1=O,C25_GFPP_like,C_long_bicyclic_highly_oxygenated,1,1,C25_GFPP_like::RHEA:80867,1
RHEA:81103,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C(C)(C)CCCC2(C)C1COP(=O)([O-])OP(=O)([O-])[O-],CC1=CCC2C(C)(C)CCCC2(C)C1COP(=O)([O-])OP(=O)([O-])[O-],C15_FPP_like,C15_bicyclic_highly_oxygenated,2,2,C15_FPP_like::RHEA:28290,1
RHEA:81219,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1(C)CCCC2(C)C1CCC13CC4C(CC12)C4(C)C3.O=P([O-])([O-])OP(=O)([O-])O,CC1(C)CCCC2(C)C1CCC13CC4C(CC12)C4(C)C3,C20_GGPP_like,C20_polycyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:22220,3
RHEA:81223,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(C)=CCC1C(=C)CCC2C(C)(C)CCCC12C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(C)=CCC1C(=C)CCC2C(C)(C)CCCC12C,C20_GGPP_like,C20_bicyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:32151,2
RHEA:81231,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1(C)CCCC2(C)C1CCC13CC(CCC12)C(C)(O)C3.O=P([O-])([O-])OP(=O)([O-])O,CC1(C)CCCC2(C)C1CCC13CC(CCC12)C(C)(O)C3,C20_GGPP_like,C20_polycyclic_oxygenated,1,1,C20_GGPP_like::RHEA:22220,3
RHEA:81463,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2(C)CC1C1(C)CCCC21C.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC2(C)CC1C1(C)CCCC21C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:29499,0
RHEA:81851,CC(=CCCC=C(C)CCC=C(C)CCC1OC1(C)C)CCC=C(C)CCC1OC1(C)C>>CC(CCC1OC1(C)C)C1CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(C)CCC12C,CC(CCC1OC1(C)C)C1CCC2(C)C3CC=C4C(CCC(O)C4(C)C)C3(C)CCC12C,C30_long_prenyl_like,C_long_polycyclic_oxygenated,1,1,C30_long_prenyl_like::RHEA:21308,0
RHEA:83287,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC2(C)OC2C1.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CCC2(C)OC2C1,C15_FPP_like,C10_bicyclic_oxygenated,1,1,C15_FPP_like::RHEA:83287,4
RHEA:83523,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-].CC(C)C1CCC2C1(C)CCC1(C)C3=C(CCC21C)C1(C)CC(O)C(OC2OC(CO)C(O)C(O)C2O)C(C)(C)C1CC3>>CC(=O)OC1CC2(C)C3=C(CCC2C(C)(C)C1OC1OC(CO)C(O)C(O)C1O)C1(C)CCC2(C)C(C(C)C)CCC2C1(C)CC3.CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS,CC(=O)OC1CC2(C)C3=C(CCC2C(C)(C)C1OC1OC(CO)C(O)C(O)C1O)C1(C)CCC2(C)C(C(C)C)CCC2C1(C)CC3,C25_GFPP_like,C_long_polycyclic_highly_oxygenated,1,1,C25_GFPP_like::RHEA:83523,2
RHEA:83527,CC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-].CC(C)C(C)C1(C)CCC2(C)C3=C(CCC2(C)C1C(=O)[O-])C1(C)CC(O)C(OC2OC(CO)C(O)C(O)C2O)C(C)(C)C1CC3>>CC(=O)OC1CC2(C)C3=C(CCC2C(C)(C)C1OC1OC(CO)C(O)C(O)C1O)C1(C)CCC(C)(C(C)C(C)C)C(C(=O)[O-])C1(C)CC3.CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1OC(n2cnc3c(N)ncnc32)C(O)C1OP(=O)([O-])[O-])C(O)C(=O)NCCC(=O)NCCS,CC(=O)OC1CC2(C)C3=C(CCC2C(C)(C)C1OC1OC(CO)C(O)C(O)C1O)C1(C)CCC(C)(C(C)C(C)C)C(C(=O)[O-])C1(C)CC3,C25_GFPP_like,C_long_polycyclic_highly_oxygenated,1,1,C25_GFPP_like::RHEA:83523,2
RHEA:83903,[H][C@]12CC[C@]3(C)[C@H](O)[C@@]1([H])C(C)(C)CCC[C@]23C.Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c1nc(=O)nc(=O)c1N2.O=O>>O=C(O)Cc1cnc2ccccc12.Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C.[H]O[H].[H+],Cc1cc2nc3c(=O)[n-]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)([O-])[O-])c2cc1C,C15_FPP_like,C15_polycyclic_highly_oxygenated,1,1,C15_FPP_like::RHEA:16337,0
RHEA:83907,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1(C)CCCC2(C)C3CCC2(C)C(O)C31.O=P([O-])([O-])OP(=O)([O-])O,CC1(C)CCCC2(C)C3CCC2(C)C(O)C31,C15_FPP_like,C15_polycyclic_oxygenated,1,1,C15_FPP_like::RHEA:83907,0
RHEA:85535,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(=C(C)C)C2CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC2(C)CCC(=C(C)C)C2CC1,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:65072,1
RHEA:85615,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC(C)(C)CC2CC2(C)CCC12.O=P([O-])([O-])OP(=O)([O-])O,CC1=C2CC(C)(C)CC2CC2(C)CCC12,C15_FPP_like,C15_polycyclic_hydrocarbon,2,2,C15_FPP_like::RHEA:85615,2
RHEA:85619,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)C1C=CC(C)(O)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)C1C=CC(C)(O)CC1,C10_GPP_like,C10_mono_oxygenated,2,2,C10_GPP_like::RHEA:85619,2
RHEA:85623,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1CCC2C3(C)CC3CC(C)(C)CC12O.O=P([O-])([O-])OP(=O)([O-])O,CC1CCC2C3(C)CC3CC(C)(C)CC12O,C15_FPP_like,C15_polycyclic_oxygenated,1,1,C15_FPP_like::RHEA:53616,3
RHEA:85767,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CC2C(C(C)C)CCC(C)C3CCC(C)C2(O)C3C1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC2C(C(C)C)CCC(C)C3CCC(C)C2(O)C3C1,C10_GPP_like,C20_polycyclic_oxygenated,1,1,C10_GPP_like::RHEA:85767,4
