reaction_id,reaction_smiles,product_smiles,precursor_class,product_skeleton_class,n_positive_pairs,n_positive_enzymes,reaction_cluster,fold
RHEA:25484,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>Nc1ncnc2ncnc12.O=P([O-])([O-])OP(=O)([O-])O,,C10_GPP_like,unknown,3,3,C10_GPP_like::RHEA:25484,4
RHEA:25488,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2CC1C2(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC2CC1C2(C)C,C10_GPP_like,C10_polycyclic_hydrocarbon,15,15,C10_GPP_like::RHEA:25488,3
RHEA:25492,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>Cc1ncnc1CN1CCc2c(c3ccccc3n2C)C1=O.O=P([O-])([O-])OP(=O)([O-])O,,C10_GPP_like,unknown,9,9,C10_GPP_like::RHEA:25492,4
RHEA:25496,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2CC1C2(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC2CC1C2(C)C,C10_GPP_like,C10_polycyclic_hydrocarbon,13,13,C10_GPP_like::RHEA:25496,2
RHEA:25500,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC(=C(C)C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC(=C(C)C)CC1,C10_GPP_like,C10_mono_hydrocarbon,20,20,C10_GPP_like::RHEA:25500,2
RHEA:25504,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=CC(C(C)C)CC1.O=P([O-])([O-])OP(=O)([O-])O,C=C1C=CC(C(C)C)CC1,C10_GPP_like,C10_mono_hydrocarbon,4,4,C10_GPP_like::RHEA:25504,2
RHEA:25508,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2(C(C)C)CC12.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC2(C(C)C)CC12,C10_GPP_like,C10_bicyclic_hydrocarbon,1,1,C10_GPP_like::RHEA:25508,4
RHEA:25524,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C20_GGPP_like,C20_bicyclic_highly_oxygenated,4,4,C20_GGPP_like::RHEA:14841,1
RHEA:25532,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC1=CCC2C(CCC3C(C)(C)CCCC23C)C1C.O=P([O-])([O-])OP(=O)([O-])O,C=CC1=CCC2C(CCC3C(C)(C)CCCC23C)C1C,C20_GGPP_like,C20_polycyclic_hydrocarbon,2,2,C20_GGPP_like::RHEA:25532,4
RHEA:25536,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC1(C)C=C2CCC3C(C)(C)CCCC3(C)C2CC1.O=P([O-])([O-])OP(=O)([O-])O,C=CC1(C)C=C2CCC3C(C)(C)CCCC3(C)C2CC1,C20_GGPP_like,C20_polycyclic_hydrocarbon,3,3,C20_GGPP_like::RHEA:25536,1
RHEA:25540,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC1(C)C=C2CCC3C(C)(C)CCCC3(C)C2CC1.O=P([O-])([O-])OP(=O)([O-])O,C=CC1(C)C=C2CCC3C(C)(C)CCCC3(C)C2CC1,C20_GGPP_like,C20_polycyclic_hydrocarbon,2,2,C20_GGPP_like::RHEA:25536,1
RHEA:25544,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC1(C)CC=C2C(CCC3C(C)(C)CCCC23C)C1.O=P([O-])([O-])OP(=O)([O-])O,C=CC1(C)CC=C2C(CCC3C(C)(C)CCCC23C)C1,C20_GGPP_like,C20_polycyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:25544,2
RHEA:25548,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)C1=CCC2C(=C1)CCC1C(C)(C)CCCC21C>>O=P([O-])([O-])OP(=O)([O-])O,,C20_GGPP_like,unknown,8,8,C20_GGPP_like::RHEA:25548,4
RHEA:25552,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2CCC3C(C)(C)CCCC3(C)C23CCC1C3.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC2CCC3C(C)(C)CCCC3(C)C23CCC1C3,C20_GGPP_like,C20_polycyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:25552,3
RHEA:25556,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC23CC1CC2CCC1C(C)(C)CCCC13C.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC23CC1CC2CCC1C(C)(C)CCCC13C,C20_GGPP_like,C20_polycyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:25556,4
RHEA:25560,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC1(C)CCC2C(=CCC3C(C)(C)CCCC23C)C1.O=P([O-])([O-])OP(=O)([O-])O,C=CC1(C)CCC2C(=CCC3C(C)(C)CCCC23C)C1,C20_GGPP_like,C20_polycyclic_hydrocarbon,2,2,C20_GGPP_like::RHEA:25536,1
RHEA:25613,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1(C)C(C)CCC2(C)C(C)=CCCC21,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1(C)C(C)CCC2(C)C(C)=CCCC21,C20_GGPP_like,C20_bicyclic_highly_oxygenated,1,1,C20_GGPP_like::RHEA:14841,1
RHEA:25617,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1(C)C(C)CCC2(C)C(C)=CCCC21>>C=CC(=C)CCC1(C)C(C)CCC2(C)C(C)=CCCC21.O=P([O-])([O-])OP(=O)([O-])O,C=CC(=C)CCC1(C)C(C)CCC2(C)C(C)=CCCC21,C20_GGPP_like,C20_bicyclic_hydrocarbon,1,1,C20_GGPP_like::RHEA:25617,0
RHEA:25621,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>N=C(N)NCCCC(N)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)O,N=C(N)NCCCC(N)C(=O)N1CCCC1C(=O)N1CCCC1C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CO)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(=O)O,C20_GGPP_like,C_long_polycyclic_highly_oxygenated,1,1,C20_GGPP_like::RHEA:25621,1
RHEA:25641,CC(C)=C1CCC(C)CC1=O.CC1CCC(C(C)C)C(=O)C1.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1>>NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+],NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1,C20_GGPP_like,C20_polycyclic_highly_oxygenated,1,1,C20_GGPP_like::RHEA:25641,0
RHEA:25645,CC(C)=C1CCC(C)CC1=O.CC1CCC(C(C)C)C(=O)C1.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1>>NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+],NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1,C20_GGPP_like,C20_polycyclic_highly_oxygenated,1,1,C20_GGPP_like::RHEA:25641,0
RHEA:25649,C=C(C)C1CCC(C)=CC1=O.C=C(C)C1CCC(C)CC1=O.NC(=O)c1ccc[n+](C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)c1>>NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1.[H+],NC(=O)C1=CN(C2OC(COP(=O)([O-])OP(=O)([O-])OCC3OC(n4cnc5c(N)ncnc54)C(OP(=O)([O-])[O-])C3O)C(O)C2O)C=CC1,C20_GGPP_like,C20_polycyclic_highly_oxygenated,1,1,C20_GGPP_like::RHEA:25641,0
RHEA:25662,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2CC1C2(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC2CC1C2(C)C,C10_GPP_like,C10_polycyclic_hydrocarbon,12,12,C10_GPP_like::RHEA:25488,3
RHEA:25666,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2CC1C2(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC2CC1C2(C)C,C10_GPP_like,C10_polycyclic_hydrocarbon,4,4,C10_GPP_like::RHEA:25496,2
RHEA:25694,C=C(C)CCOP(=O)([O-])OP(=O)([O-])[O-].CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-],C20_GGPP_like,C25_acyclic_highly_oxygenated,13,13,C20_GGPP_like::RHEA:25694,2
RHEA:25759,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC23CCC4C(C)(C)CCCC4(C)C2CCC1C3.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC23CCC4C(C)(C)CCCC4(C)C2CCC1C3,C20_GGPP_like,C20_polycyclic_hydrocarbon,3,3,C20_GGPP_like::RHEA:25759,3
RHEA:25976,CC1=C2C(O)CC(C)C23CCC(C3)C1(C)C.CC1=C2CCC(C)C23CCC(C3)C1(C)C.O=O.[H+].[S]1[Fe+][S][Fe+]1.[S]1[Fe][S][Fe+]1>>O,,C15_FPP_like,unknown,1,1,C15_FPP_like::RHEA:25976,0
RHEA:25980,CC1=C2C(=O)CC(C)C23CCC(C3)C1(C)C.CC1=C2C(O)CC(C)C23CCC(C3)C1(C)C.O=O.[H+].[S]1[Fe][S][Fe+]1>>O.[S]1[Fe+][S][Fe+]1,,C15_FPP_like,unknown,1,1,C15_FPP_like::RHEA:25980,1
RHEA:25984,CC1=C2C(O)CC(C)C23CCC(C3)C1(C)C.CC1=C2CCC(C)C23CCC(C3)C1(C)C.O=O.[H+].[S]1[Fe+][S][Fe+]1.[S]1[Fe][S][Fe+]1>>O,,C15_FPP_like,unknown,1,1,C15_FPP_like::RHEA:25984,2
RHEA:25988,CC1=C2C(=O)CC(C)C23CCC(C3)C1(C)C.CC1=C2C(O)CC(C)C23CCC(C3)C1(C)C.O=O.[H+].[S]1[Fe][S][Fe+]1>>O.[S]1[Fe+][S][Fe+]1,,C15_FPP_like,unknown,1,1,C15_FPP_like::RHEA:25988,3
RHEA:25992,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CCC(C)C23CCC(C3)C1(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1=C2CCC(C)C23CCC(C3)C1(C)C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:25992,4
RHEA:26081,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=C1CC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,3,3,C15_FPP_like::RHEA:26081,3
RHEA:26115,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1CCC2C(C)(C)C3CC12CCC3(C)O.O=P([O-])([O-])OP(=O)([O-])O,CC1CCC2C(C)(C)C3CC12CCC3(C)O,C15_FPP_like,C15_polycyclic_oxygenated,1,1,C15_FPP_like::RHEA:26115,0
RHEA:26128,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].C=CC1(C)CCC2C(=CCC3C(C)(C)CCCC23C)C1>>O=P([O-])([O-])OP(=O)([O-])O,,C20_GGPP_like,unknown,4,4,C20_GGPP_like::RHEA:26128,4
RHEA:26160,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC(C)=CCCC(C)=CCCC(C)C1(C)CCC2=C1CCC1C2(C)CCC(O)C1(C)C,CC(C)=CCCC(C)=CCCC(C)C1(C)CCC2=C1CCC1C2(C)CCC(O)C1(C)C,C30_long_prenyl_like,C_long_polycyclic_oxygenated,1,1,C30_long_prenyl_like::RHEA:26160,3
RHEA:26213,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21.O=P([O-])([O-])OP(=O)([O-])O,O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,C20_GGPP_like,C15_polycyclic_highly_oxygenated,1,1,C20_GGPP_like::RHEA:26213,2
RHEA:26245,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CC3(C)CCC(C(C)C)=C3CCC(C)C2CC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=C2CC3(C)CCC(C(C)C)=C3CCC(C)C2CC1,C20_GGPP_like,C20_polycyclic_hydrocarbon,2,2,C20_GGPP_like::RHEA:26245,0
RHEA:26430,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].CC1(C)CCCC2(C)C1CCC13CC(CCC12)C(C)(O)C3.O>>O=P([O-])([O-])OP(=O)([O-])O,,C20_GGPP_like,unknown,1,1,C20_GGPP_like::RHEA:26430,3
RHEA:27421,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(C)=CCC=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(C)=CCC=C(C)CCC=C(C)C,C15_FPP_like,C15_acyclic_hydrocarbon,13,13,C15_FPP_like::RHEA:27421,2
RHEA:27425,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CCC=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(=C)CCC=C(C)CCC=C(C)C,C15_FPP_like,C15_acyclic_hydrocarbon,26,26,C15_FPP_like::RHEA:27421,2
RHEA:27526,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC(C)=CCCC(C)=CCCC(C)=CCO.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=CCCC(C)=CCO,C15_FPP_like,C15_acyclic_oxygenated,1,1,C15_FPP_like::RHEA:27421,2
RHEA:27530,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>C=CC(C)(O)CCC=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(C)(O)CCC=C(C)CCC=C(C)C,C15_FPP_like,C15_acyclic_oxygenated,5,5,C15_FPP_like::RHEA:27421,2
RHEA:27534,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>C=CC(C)(O)CCC=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=CC(C)(O)CCC=C(C)CCC=C(C)C,C15_FPP_like,C15_acyclic_oxygenated,2,2,C15_FPP_like::RHEA:27421,2
RHEA:27830,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=CC(C(C)C)CC1.O=P([O-])([O-])OP(=O)([O-])O,C=C1C=CC(C(C)C)CC1,C10_GPP_like,C10_mono_hydrocarbon,1,1,C10_GPP_like::RHEA:25504,2
RHEA:27954,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1CCC2C(C)(C)CC3(C)CCC1C23O.O=P([O-])([O-])OP(=O)([O-])O,CC1CCC2C(C)(C)CC3(C)CCC1C23O,C15_FPP_like,C15_polycyclic_oxygenated,1,1,C15_FPP_like::RHEA:27954,1
RHEA:28266,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(CCC=C(C)C)C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,C=C(CCC=C(C)C)C1CC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,8,8,C15_FPP_like::RHEA:12516,1
RHEA:28282,C=C(CCC=C(C)C)C1CC=C(C)CC1>>CC1=CCC(C2=CCCC(C)(C)C2)CC1,CC1=CCC(C2=CCCC(C)(C)C2)CC1,C15_FPP_like,C15_bicyclic_hydrocarbon,2,2,C15_FPP_like::RHEA:28282,2
RHEA:28290,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC1=CCC2C(C)(C)CCCC2(C)C1CO.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC2C(C)(C)CCCC2(C)C1CO,C15_FPP_like,C15_bicyclic_oxygenated,3,3,C15_FPP_like::RHEA:28290,1
RHEA:28294,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC=C(C)CCC2C1CC2(C)C.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC=C(C)CCC2C1CC2(C)C,C15_FPP_like,C15_bicyclic_hydrocarbon,21,21,C15_FPP_like::RHEA:28294,1
RHEA:28298,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=C1CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)=C1CC=C(C)CC1,C15_FPP_like,C15_mono_hydrocarbon,4,4,C15_FPP_like::RHEA:26081,3
RHEA:28302,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC=C(C(C)C)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=CC=C(C(C)C)CCC(C)=CCC1,C15_FPP_like,C15_mono_hydrocarbon,2,2,C15_FPP_like::RHEA:28302,4
RHEA:28635,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C2CCCC(C)C2(C)C1.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CC=C2CCCC(C)C2(C)C1,C15_FPP_like,C15_bicyclic_hydrocarbon,6,6,C15_FPP_like::RHEA:19825,0
RHEA:28639,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC(C(C)C)C2C=C(C)CCC12.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCC(C(C)C)C2C=C(C)CCC12,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:28639,2
RHEA:28643,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)C1C=CC(C)=CC1.O=P([O-])([O-])OP(=O)([O-])O,CC(C)=CCCC(C)C1C=CC(C)=CC1,C15_FPP_like,C15_mono_hydrocarbon,4,4,C15_FPP_like::RHEA:28643,0
RHEA:29483,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC2(C)CCCC(=C)C2C1.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CCC2(C)CCCC(=C)C2C1,C15_FPP_like,C15_bicyclic_hydrocarbon,2,2,C15_FPP_like::RHEA:29483,0
RHEA:29487,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>Cc1cccc(Nc2ccccc2C(=O)O)c1C.O=P([O-])([O-])OP(=O)([O-])O,Cc1cccc(Nc2ccccc2C(=O)O)c1C,C15_FPP_like,C15_bicyclic_oxygenated,1,1,C15_FPP_like::RHEA:29487,2
RHEA:29491,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=C2C(C(C)C)CCC(C)C2CC1.O=P([O-])([O-])OP(=O)([O-])O,C=C1C=C2C(C(C)C)CCC(C)C2CC1,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:29491,3
RHEA:29495,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>C=C1CCCC2(C)CCC(C(C)(C)O)CC12.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCCC2(C)CCC(C(C)(C)O)CC12,C15_FPP_like,C15_bicyclic_oxygenated,1,1,C15_FPP_like::RHEA:29495,2
RHEA:29499,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CC1C1(C)CCCC21C.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC2(C)CC1C1(C)CCCC21C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:29499,0
RHEA:29503,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].O>>CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C(O)CCC12.O=P([O-])([O-])OP(=O)([O-])O,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C(O)CCC12,C15_FPP_like,C20_polycyclic_highly_oxygenated,1,1,C15_FPP_like::RHEA:29503,4
RHEA:29507,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C(CC1)C(C)CCC1C2C1(C)C.O=P([O-])([O-])OP(=O)([O-])O,CC1=C2C(CC1)C(C)CCC1C2C1(C)C,C15_FPP_like,C15_polycyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:29507,0
RHEA:29511,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC2=CCCC(C)C2(C)C1.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CCC2=CCCC(C)C2(C)C1,C15_FPP_like,C15_bicyclic_hydrocarbon,7,7,C15_FPP_like::RHEA:19825,0
RHEA:30371,CC1=CCCC(C)C=CC(C(C)(C)O)CC1.O>>CC(C)=O.CC1CCCC2(C)CCCCC12O,CC1CCCC2(C)CCCCC12O,C15_FPP_like,C10_bicyclic_oxygenated,1,1,C15_FPP_like::RHEA:30371,1
RHEA:30375,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCCC(C)(C)C23CC13.O=P([O-])([O-])OP(=O)([O-])O,CC1=CCC2(C)CCCC(C)(C)C23CC13,C15_FPP_like,C15_polycyclic_hydrocarbon,2,2,C15_FPP_like::RHEA:29499,0
RHEA:30379,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC(C)(C)C12CC=C(C)CC2.O=P([O-])([O-])OP(=O)([O-])O,C=C1CCCC(C)(C)C12CC=C(C)CC2,C15_FPP_like,C15_bicyclic_hydrocarbon,1,1,C15_FPP_like::RHEA:12052,1
RHEA:30383,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC2(C)CCC=C(C)C2C1.O=P([O-])([O-])OP(=O)([O-])O,C=C(C)C1CCC2(C)CCC=C(C)C2C1,C15_FPP_like,C15_bicyclic_hydrocarbon,2,2,C15_FPP_like::RHEA:29495,2
RHEA:30423,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C=C(C(C)C)CCC2(C)CCC1.O=P([O-])([O-])OP(=O)([O-])O,CC1=C2C=C(C(C)C)CCC2(C)CCC1,C15_FPP_like,C15_bicyclic_hydrocarbon,2,2,C15_FPP_like::RHEA:25440,1
RHEA:30427,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1C=CC(C(C)C)CCC(C)=CCC1.O=P([O-])([O-])OP(=O)([O-])O,C=C1C=CC(C(C)C)CCC(C)=CCC1,C15_FPP_like,C15_mono_hydrocarbon,4,4,C15_FPP_like::RHEA:12016,3
RHEA:30431,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O,CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O,C30_long_prenyl_like,C10_bicyclic_highly_oxygenated,2,2,C30_long_prenyl_like::RHEA:30431,3
RHEA:30451,CC(C)=CCCC(C)=CCCC(C)=CCCC=C(C)CCC=C(C)CCC1OC1(C)C>>CC1(C)CCC2(C)CCC3(C)C4=C(CCC3(C)C2C1)C1(C)CCC(O)C(C)(C)C1CC4,CC1(C)CCC2(C)CCC3(C)C4=C(CCC3(C)C2C1)C1(C)CCC(O)C(C)(C)C1CC4,C30_long_prenyl_like,C_long_polycyclic_oxygenated,1,1,C30_long_prenyl_like::RHEA:14621,2
