reaction_id,reaction_signature,reaction_smiles,source
RHEA:33987,,[H][C@@]12CCC(=C)[C@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CCCC2(C)C.[H][C@]12CCC(=C(C)C)C=C1CC[C@@]1([H])C(C)(C)CCC[C@]21C>>O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:33991,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C3C(C(C)C)CCC2(C)C13,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@]12CC=C(C)C3[C@@]1([H])[C@H](C(C)C)CC[C@]32C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:34255,CC1=CCC(C(C)CCC2C(C)(O)CCC3C2(C)CCC2C4(C)CCCC(C)(C)C4CCC23C)=CC1>>CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)C1=CCC(C)=CC1,[H][C@]12CC[C@]3(C)[C@@H](CC[C@@H](C)C4=CCC(C)=CC4)[C@](C)(O)CC[C@@]3([H])[C@]1(C)CC[C@@]1([H])C(C)(C)CCC[C@]21C>>CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC[C@@H](C)C1=CCC(C)=CC1.[H]O[H],current
RHEA:34459,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1C(C)(O)CCC2C(C)(C)CCCC21C>>C=CC(C)(O)CCC1C(C)(O)CCC2C(C)(C)CCCC21C,[H][C@@]12CC[C@@](C)(O)[C@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CCCC2(C)C.[H]O[H]>>[H][C@@]12CC[C@@](C)(O)[C@H](CC[C@@](C)(O)C=C)[C@@]1(C)CCCC2(C)C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:34463,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1C(C)(O)CCC2C(C)(C)CCCC21C>>C=CC(C)=CCC1C(C)(O)CCC2C(C)(C)CCCC21C,[H][C@@]12CC[C@@](C)(O)[C@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CCCC2(C)C>>[H][C@@]12CC[C@@](C)(O)[C@H](C/C=C(/C)C=C)[C@@]1(C)CCCC2(C)C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:34467,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CC1CCC(C)C2CCC(C)=C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@]12CCC(C)=C1[C@H](C=C(C)C)CC[C@H]2C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:34503,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)(O)C1CC=C(C)CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@]1([C@@](C)(O)CCC=C(C)C)CC=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:34695,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CCC2(C)C2CC(C)(C)CC2C1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@]12CC(C)=C3CC[C@]3(C)[C@@]1([H])CC(C)(C)C2.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:34699,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2(C)CCCC23C(C)CCC13C,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C[C@]2(C)CCC[C@@]23[C@H](C)CC[C@@]13C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:34703,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC=C(C)CCC2C1CC2(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12CC(C)(C)[C@]1([H])CC/C(C)=C/CCC2=C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:36063,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC(O)C(C(C)C)CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>C/C1=C[C@H](O)[C@@H](C(C)C)CC/C(C)=C/CC1.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:38155,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(C)(O)CCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>C=CC(C)(O)CC/C=C(C)CC/C=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:40027,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(C)(O)CCC1C(=C)CCC2C(C)(C)CCCC12C,[H][C@@]12CCC(=C)[C@@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CCCC2(C)C.[H]O[H]>>[H][C@@]12CCC(=C)[C@@]([H])(CC[C@](C)(O)C=C)[C@@]1(C)CCCC2(C)C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:41552,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)C1CCC2(C)CC3C(CCC3(C)O)C(C)=CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@]12C[C@@]3(C)CC[C@]([H])([C@@H](C)CCC=C(C)C)[C@]3([H])C/C=C(/C)[C@@]1([H])CC[C@@]2(C)O.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:41628,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1CCC2(C)CC3C(C)CCC3C(C)(O)CC=C12,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@]12C[C@@]3(C)CC[C@H](C(C)C)/C3=C/C[C@](C)(O)[C@]1([H])CC[C@@]2([H])C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:42984,,[H][C@@]12CCC(=C)[C@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CCCC2(C)C.[H][C@]12CC[C@@](C)(C=C)C=C1CC[C@@]1([H])C(C)(C)CCC[C@]21C>>O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:42988,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=CCC(=C(C)C)CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=C1C/C=C(C)CC/C=C(C)CC/C=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:42992,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=CCC(C(C)(C)O)CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>C/C1=CCC/C(C)=C/C[C@H](C(C)(C)O)CC/C(C)=C/CC1.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:42996,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CC=C(C)CCC=C(C)CCC=C(C)CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)[C@H]1C/C=C(C)CC/C=C(C)CC/C=C(C)CC1.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:43000,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)=CCC(C)(C)C(O)CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>C/C1=CCC/C(C)=C/CC(C)(C)[C@@H](O)CC/C(C)=C/CC1.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:47052,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(COc1ccccc1)N(CCCl)Cc1ccccc1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(COc1ccccc1)N(CCCl)Cc1ccccc1.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:47944,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCOP(=O)([O-])[O-],CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>CC(C)=CCC/C(C)=C/COP(=O)([O-])[O-].O=P([O-])([O-])O.[H+],current
RHEA:49628,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-]>>CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)CC(=O)[O-].CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-].Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@H]4OP(=O)(O)O[C@H]43)c2n1>>Cc1c(C)c(C(=O)[O-])c(O)c(C)c1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CSCC[C@H]([NH3+])C(=O)[O-])[C@@H](O)[C@H]1O.O=C=O.CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C(=O)NCCC(=O)NCCS,current
RHEA:49632,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCCC(C)=CCCC(C)=CCC1(C)C(=O)C(C)=C([O-])C(C(=O)[O-])=C1C,Cc1c(C)c(C(=O)[O-])c(O)c(C)c1O.CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC/C(C)=C/CC/C(C)=C/C[C@@]1(C)C(=O)C(C)=C([O-])C(C(=O)[O-])=C1C.O=P([O-])([O-])OP(=O)([O-])O.[H+],current
RHEA:52804,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CCC(C)CC2(O)OC1=O,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CCC(C)CC2(O)OC1=O.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:53616,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC2C3(C)CC3CC(C)(C)CC12O,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@@]12CC[C@@H](C)[C@]1(O)CC(C)(C)C[C@H]1C[C@]12C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:53620,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC(C)C12CCC1C2=CC2(C)CCC(C)(C)C12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12C(C)(C)CC[C@]1(C)C=C1[C@]3(CC[C@]12[H])[C@H](C)CC[C@@H]3C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:53624,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2C(C)(C)CCC2(C)C=C2C(C)CCC2C1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12CC[C@H](C)/C1=C/[C@@]1(C)CCC(C)(C)[C@]1([H])C/C=C(/C)C2.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:53628,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2CC(C)(C)CC2C2(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@]12CC(C)(C)C[C@@]1([H])C=C(C)[C@]1([H])CC[C@]21C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:53632,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC(C)C2=C(C1)CC(C)(C)C2,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=C/CC[C@H](C)C2=C(C1)CC(C)(C)C2.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:53640,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(CC1)C(C)=CCC2C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12CCC(C)=C[C@]1([H])[C@H](C(C)C)CC=C2C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:53644,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1OC2(C)CCC3C(C)CCC31C2,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@@]1(C(C)C)O[C@]2(C)CC[C@]3([H])[C@@H](C)CC[C@]13C2.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:53648,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC2(C(C)C)OC3(C)CCC1C2C3,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@@]12C[C@@]3(C)CC[C@]1([H])[C@@H](C)CC[C@]2(C(C)C)O3.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:53668,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC(C(C)C)=CC2C(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12CC[C@@H](C)[C@@]1([H])C=C(C(C)C)CCC2=C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54040,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC2(C)CCC(C)(C)C=C2CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C/C1=CCC2(C)CCC(C)(C)C=C2CC/C(C)=C/CC1.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54044,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCCC2(C)CCC(C(C)(C)O)CC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@@]12C[C@@H](C(C)(C)O)CC[C@@]1(C)CCC=C2C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54048,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC1=C(CO)C2OC(O)CC3C(C)(C)CCCC3(C)C2CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@]12CCC(C=C)=C(CO)[C@]1([H])O[C@@H](O)C[C@@]1([H])C(C)(C)CCC[C@]21C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54052,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@@]12CCC(C)=C[C@@]1([H])[C@H](C(C)C)CC[C@]2(C)O.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54056,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC(C(C)(C)O)CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>C/C1=CC[C@H](C(C)(C)O)CC/C(C)=C/CC1.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54060,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=CCC(C(C)(C)O)CCC(C)=CCC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>C/C1=C/C[C@H](C(C)(C)O)CC/C(C)=C/CC1.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54064,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)C1CCC(C)C23CCC(C)(O)C2C13,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@]12[C@H](C(C)C)CC[C@H](C)[C@]13CC[C@](C)(O)[C@]23[H].O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54068,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CCC(C)C2CCC(C)C2CC3(C)CCC(C(C)C)C3CC12O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@@]12C[C@]3(O)/C(C)=C4/CC[C@@H](C)[C@]4([H])CC[C@H](C)[C@@]3([H])C[C@@]1(C)CC[C@@H]2C(C)C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54072,CC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1C=CC2(C(C)C)CC12,CC(C)=CCC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1C=CC2(C(C)C)CC12.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54076,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C(C)C1CCC2(C)C1CCC1(C)CC=C(C)CCC=C(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12CC/C(C)=C/CC/C(C)=C/C[C@@]1(C)CC[C@]1([H])[C@@H](C(=C)C)CC[C@@]21C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54108,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C=C(C(C)C)CCC(C)C2CC1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2C=C(C(C)C)CCC(C)C2CC1.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54112,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCCC2(C)CCC(=C(C)C)CC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12CC(=C(C)C)CC[C@@]1(C)CCCC2=C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54116,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC(C)=CCC=C(C)C1CCC2(C)CC=C(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@]12CCC(C)=CC[C@]1(C)CC[C@@]2([H])/C(C)=CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54372,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1=C2CCC(C)C2CC(C)(C)CC(O)C1,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@@]12CC(C)(C)C[C@@H](O)C/C(C)=C1CC[C@H]2C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54376,,[H][C@@]12CCC(=C)[C@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CCCC2(C)C.[H]O[H].[H][C@]12CC[C@](C)(C=C)C[C@]1(O)CC[C@@]1([H])C(C)(C)CCC[C@]21C>>O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54380,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CC1CCC2C(C2(C)C)C2(O)C(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-].[H]O[H]>>[H][C@@]12C(C)(C)[C@]1([H])CC[C@@H](C)[C@@]1([H])CCC(C)C21O.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54496,C=C1CCC2C(C)(C)CCCC2(C)C1CCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CC23CCC1CC2C1(C)CCCC(C)(C)C1CC3,[H][C@]12CCC(=C)[C@@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@]1(C)CCCC2(C)C>>[H][C@@]12C[C@@H]3CC[C@@]1(CC[C@]1([H])C(C)(C)CCC[C@@]21C)CC3=C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54500,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CC/C=C(C)CC/C=C(C)CC/C=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54504,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>CCCCOC(=O)C(C)O,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>CCCCOC(=O)C(C)O.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54508,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>C=CC(=C)CC/C=C(C)CC/C=C(C)CC/C=C(C)CC/C=C(C)CC/C=C(C)CCC=C(C)C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54512,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1(O)C(C)CCC2C(C)(C)CCCC21C>>C=CC1(C)CCC2(O1)C(C)CCC1C(C)(C)CCCC12C,[H][C@@]12CC[C@@H](C)[C@](O)(CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CCCC2(C)C>>[H][C@@]12CC[C@@H](C)[C@]3(CC[C@](C)(C=C)O3)[C@@]1(C)CCCC2(C)C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54516,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1C(C)(O)CCC2C(C)(C)CCCC21C>>C=CC1(C)CCC2C(C)(CCC3C(C)(C)CCCC32C)O1,[H][C@@]12CC[C@@](C)(O)[C@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CCCC2(C)C>>[H][C@@]12CC[C@](C)(C=C)O[C@]1(C)CC[C@@]1([H])C(C)(C)CCC[C@]21C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54520,CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OP(=O)([O-])[O-]>>C=C1CCC2=C(C(C)C)CCC2(C)CC2C(C)CCC12,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-]>>[H][C@@]12CC[C@@H](C)[C@@]1([H])C[C@]1(C)CCC(C(C)C)=C1CCC2=C.O=P([O-])([O-])OP(=O)([O-])O,current
RHEA:54636,CC(=CCOP(=O)([O-])OP(=O)([O-])[O-])CCC1C(C)=CCC2C(C)(C)CCCC12C>>C=CC(=C)CCC1C(C)=CCC2C(C)(C)CCCC12C,[H][C@@]12CC=C(C)[C@H](CC/C(C)=C/COP(=O)([O-])OP(=O)([O-])[O-])[C@@]1(C)CCCC2(C)C>>[H][C@@]12CC=C(C)[C@H](CCC(=C)C=C)[C@@]1(C)CCCC2(C)C.O=P([O-])([O-])OP(=O)([O-])O,current
